Metrik,Log-Preise,Original-Preise
MSE,0.061266668470229706,86.53436798397122
RMSE,0.24752104651974488,9.302385069645915
MAE,0.2014983571306812,7.46969583366604
MAPE_pct,5.36331295999451,17.402698577602422
