MSE,RMSE,MAE,MAPE_pct,fold,train_size
0.0005646060827236424,0.023761441091054273,0.02143259002607458,0.63991520871425,1,1298
0.0027399201490414735,0.05234424657057806,0.0470138988405326,1.4557940478128515,2,1553
0.0007195989515557113,0.02682534159252611,0.02204450147591299,0.6712514746532694,3,1808
0.0002384182234894918,0.015440797372204967,0.01309766654741611,0.3787984353010297,4,2063
0.0033258195483086895,0.05766991892060097,0.042853589534661896,1.1909029298057217,5,2318
