Asset,Ticker,Modell,AIC,BIC,MAE_Bitcoin,MAE_DAX,MAE_Gold,MAPE_Bitcoin,MAPE_DAX,MAPE_Gold
VAR,BTC+DAX+Gold,VAR(7),-24.1648,-24.0153,8175.5083,2.6796,267.8208,11.71,6.2066,5.6758
